"ID","Area","Feature","User Story","Expected Behavior (from code)","Code Refs","Status","Test Result","Issues Found","Fix Applied","Re-test Result"
"F064","Chat","legacy integration vendor connection refresh on connect","As a user, I want the chat to react when I connect a service mid-conversation, so that the assistant can immediately use it.","ChatSidebar forwards onlegacy integration vendorConnected from connect cards; the input also subscribes to oauth:didConnect to refresh sign-in state, and connecting updates available models/search/tools without a restart.","apps/x/apps/renderer/src/components/chat-sidebar.tsx:184; apps/x/apps/renderer/src/components/chat-input-with-mentions.tsx:384","Tested","Pass (traced)","","",""
"F065","Editor","Bold toggle","As a note-taker, I want to bold selected text from the toolbar, so that I can emphasize key words.","Clicking the Bold button runs editor.chain().focus().toggleBold() and shows an active state when the cursor is in bold text (Ctrl/Cmd+B).","apps/x/apps/renderer/src/components/editor-toolbar.tsx:152-161","Tested","Pass (traced)","","",""
"F066","Editor","Italic toggle","As a note-taker, I want to italicize text, so that I can stress phrases.","The Italic button toggles the italic mark via toggleItalic() and reflects active state (Ctrl/Cmd+I).","apps/x/apps/renderer/src/components/editor-toolbar.tsx:162-171","Tested","Pass (traced)","","",""
"F067","Editor","Strikethrough toggle","As a note-taker, I want to strike through text, so that I can mark things done or removed.","The Strikethrough button toggles the strike mark via toggleStrike().","apps/x/apps/renderer/src/components/editor-toolbar.tsx:172-181","Verified","Issue found","E07","E07: Add a strike branch emitting ~~text~~ to nodeToText's mark loop.","Verified — build green + adversarial code re-review"
"F068","Editor","Inline code toggle","As a writer, I want to format inline code, so that code spans render monospaced.","The Inline Code button toggles the code mark via toggleCode().","apps/x/apps/renderer/src/components/editor-toolbar.tsx:182-191","Tested","Pass (traced)","","",""
"F069","Editor","Headings H1-H3","As a writer, I want to apply heading levels 1-3, so that I can structure my note.","Three heading buttons call toggleHeading({level}) for levels 1/2/3; StarterKit is configured to allow only those levels.","apps/x/apps/renderer/src/components/editor-toolbar.tsx:196-225; apps/x/apps/renderer/src/components/markdown-editor.tsx:824-829","Tested","Pass (traced)","","",""
"F070","Editor","Bullet list","As a writer, I want unordered lists, so that I can jot points.","The Bullet List button toggles bulletList via toggleBulletList().","apps/x/apps/renderer/src/components/editor-toolbar.tsx:230-239","Tested","Pass (traced)","","",""
"F071","Editor","Ordered list","As a writer, I want numbered lists, so that I can sequence steps.","The Ordered List button toggles orderedList via toggleOrderedList(); serialized as ""1. "" prefixes.","apps/x/apps/renderer/src/components/editor-toolbar.tsx:240-249; apps/x/apps/renderer/src/components/markdown-editor.tsx:113-147","Tested","Pass (traced)","","",""
"F072","Editor","Task list (checkboxes)","As a planner, I want checkable to-do items, so that I can track tasks inline.","The Task List button toggles a nested TaskList/TaskItem; items serialize to ""- [ ]""/""- [x]"" markdown.","apps/x/apps/renderer/src/components/editor-toolbar.tsx:250-259; apps/x/apps/renderer/src/components/markdown-editor.tsx:118-121","Tested","Pass (traced)","","",""
"F073","Editor","Blockquote","As a writer, I want blockquotes, so that I can quote sources.","The Blockquote button toggles blockquote via toggleBlockquote(); serialized with ""> "" prefixes.","apps/x/apps/renderer/src/components/editor-toolbar.tsx:264-273; apps/x/apps/renderer/src/components/markdown-editor.tsx:206-209","Tested","Pass (traced)","","",""
"F074","Editor","Code block","As a developer, I want fenced code blocks with a language, so that code is preserved verbatim.","The Code Block button toggles codeBlock; serialized as ``` fences and the cursor line offset accounts for the fence.","apps/x/apps/renderer/src/components/editor-toolbar.tsx:274-283; apps/x/apps/renderer/src/components/markdown-editor.tsx:202-205","Tested","Pass (traced)","","",""
"F075","Editor","Horizontal rule","As a writer, I want a divider, so that I can separate sections.","The Horizontal Rule button inserts a rule via setHorizontalRule(); serialized as ""---"".","apps/x/apps/renderer/src/components/editor-toolbar.tsx:284-291; apps/x/apps/renderer/src/components/markdown-editor.tsx:210-211","Tested","Pass (traced)","","",""
"F076","Editor","Link add/edit/open/remove","As a writer, I want to add, edit, open, or remove a hyperlink, so that I can reference URLs.","A popover takes a URL (auto-prefixes https:// unless mailto), applies it over the selection via setLink, and when a link is active offers Open-in-browser and Remove; Enter applies, Escape cancels.","apps/x/apps/renderer/src/components/editor-toolbar.tsx:78-123,293-363","Tested","Pass (traced)","","",""
"F077","Editor","Image upload","As a writer, I want to insert images, so that notes can hold visuals.","The Image button opens a file picker (accept image/*) and routes the file through createImageUploadHandler, which inserts a placeholder then the saved image; the toolbar only shows when onImageUpload is provided.","apps/x/apps/renderer/src/components/editor-toolbar.tsx:125-143,365-384; apps/x/apps/renderer/src/components/markdown-editor.tsx:1760-1763","Tested","Pass (traced)","","",""
"F078","Editor","Export note (md/pdf/docx)","As a user, I want to export a note to Markdown, PDF, or Word, so that I can share it.","The Export dropdown calls onExport(format); App invokes export:note which opens a Save dialog with format-specific filters and writes the converted file.","apps/x/apps/renderer/src/components/editor-toolbar.tsx:386-412; apps/x/apps/renderer/src/App.tsx:6885-6899; apps/x/apps/main/src/ipc.ts:1161-1172","Verified","Issue found","E08","E08: Rejoin frontmatter before exporting the md format.","Verified — build green + adversarial code re-review"
"F079","Editor","Wiki-link autocomplete and create","As a note-taker, I want [[ ]] autocomplete that can create new notes, so that I can link my vault quickly.","Typing ""[["" opens a command popover of recent+all files filtered by query with arrow/Enter selection; choosing an existing path inserts a wikiLink node, and a ""Create"" option makes a new .md and links it.","apps/x/apps/renderer/src/components/markdown-editor.tsx:1072-1119,1425-1446,1830-1887","Tested","Pass (traced)","","",""
"F080","Editor","@-mention autocomplete","As a user, I want an @ menu, so that I can summon the AI assistant.","Typing ""@"" at a word boundary opens a popover offering ""@solomon"" (Research, schedule, or run tasks); selecting it inserts the @solomon trigger.","apps/x/apps/renderer/src/components/markdown-editor.tsx:1187-1247,1676-1745,1888-1936","Tested","Pass (traced)","","",""
"F081","Editor","Inline AI task (@solomon one-time)","As a user, I want to give the AI a one-off instruction in the note, so that it edits/answers inline.","Typing @solomon opens RowboatMentionPopover; a one-time instruction inserts a processing taskBlock, calls inline-task:process, then replaces the block with the response.","apps/x/apps/renderer/src/components/markdown-editor.tsx:1452-1620; apps/x/apps/renderer/src/components/markdown-editor.tsx:1525-1529","Tested","Pass (traced)","","",""
"F082","Editor","Inline AI task converts note to live (@solomon recurring)","As a user, I want a recurring instruction, so that the note self-updates on a schedule.","When inline-task:process returns a schedule, the taskBlock stores schedule/label/targetId, sets live_note:true frontmatter, and writes task-target comment tags to disk.","apps/x/apps/renderer/src/components/markdown-editor.tsx:1537-1592","Tested","Pass (traced)","","",""
"F083","Editor","Tab/Shift-Tab list indent","As a writer, I want Tab to indent lists, so that I can nest items without losing focus.","TabIndentExtension sinks/lifts task or list items on Tab/Shift-Tab and otherwise inserts two spaces, always consuming the key so focus stays in the editor.","apps/x/apps/renderer/src/components/markdown-editor.tsx:526-559","Tested","Pass (traced)","","",""
"F084","Editor","In-note heading anchor navigation","As a reader, I want #heading links and [[Note#Heading]] to scroll, so that I can jump within long notes.","Clicking a wikiLink with a heading fragment (or an ""#"" anchor link) scrolls to the matching heading by exact text or slug match and moves the caret.","apps/x/apps/renderer/src/components/markdown-editor.tsx:577-610,991-1003,1014-1017","Tested","Pass (traced)","","",""
